New ID	Old ID
IGLV3-3.2*01	IGLV3-ADT*03
IGLV3-3.3*01	NW_001095158|IGLV3-5*01,VL3.10
IGLV3-3.4*01	AM056000|IGLV3S13*01
IGLV3-3.5*01	LJI.Rh_IGLV3.25
IGLV3-4.1*01	IGLV3-AED*01,NW_001095158|IGLV3-6*01,LJI.Rh_IGLV3.23,VL3.8
IGLV3-4.2*01	LJI.Rh_IGLV3.31
IGLV3-5.1*01	IGLV3-AEB*03
IGLV3-5.2*01	IGLV3-AEB*02,NW_001095158|IGLV3-10*01,LJI.Rh_IGLV3.15,VL3.4
IGLV3-6.1*01	IGLV3-AEC*01,LJI.Rh_IGLV3.20.2,VL3.49
IGLV3-7.1*01	NW_001095158|IGLV3-2*01,LJI.Rh_IGLV3.117,VL3.14
IGLV3-7.2*01	AM055987|IGLV3S1*01
IGLV3-7.3*01	AM055997|IGLV3S10*01
IGLV3-7.4*01	AM055999|IGLV3S12*01
IGLV3-7.5*01	AM055988|IGLV3S2*01
IGLV3-7.6*01	AM055989|IGLV3S3*01
IGLV3-7.7*01	AM055991|IGLV3S4*01
IGLV3-7.8*01	AM055992|IGLV3S5*01
IGLV3-7.9*01	AM055993|IGLV3S6*01
IGLV3-7.10*01	AM055994|IGLV3S7*01
IGLV3-7.11*01	AM055995|IGLV3S8*01
IGLV3-7.12*01	AM055996|IGLV3S9*01
IGLV3-7.13*01	LJI.Rh_IGLV3.30
IGLV3-7.14*01	LJI.Rh_IGLV3.34
IGLV3-7.15*01	AM055998|IGLV3S11*01,LJI.Rh_IGLV3.35
IGLV3-7.16*01	VL3.48
IGLV3-8.1*01	NW_001095158|IGLV3-4*01,VL3.11
IGLV3-8.2*01	VL3.46
IGLV3-9.1*01	IGLV3-ACB*03
IGLV3-9.2*01	LJI.Rh_IGLV3.13
IGLV3-10.1*01	NW_001095158|IGLV3-9*01
IGLV3-10.2*01	LJI.Rh_IGLV3.17
IGLV3-11.1*01	VL3.6
IGLV3-12.1*01	IGLV3-AAT*02,NW_001095158|IGLV3-3*01,VL3.12
IGLV3-12.2*01	IGLV3-AAT*05
IGLV3-12.3*01	LJI.Rh_IGLV3.28
IGLV3-13.1*01	IGLV3-AAV*06,AM056001|IGLV3S14*01,AM056002|IGLV3S15*01
IGLV3-14.1*01	IGLV3-AAV*02
IGLV3-14.2*01	IGLV3-AAV*03
IGLV3-15.1*01	IGLV3-AAV*04,LJI.Rh_IGLV3.38,VL3.45
IGLV3-15.2*01	IGLV3-AAV*05
IGLV3-15.3*01	AM056003|IGLV3S16*01
IGLV4-1.1*01	NW_001095158|IGLV4-3*01
IGLV4-2.1*01	NW_001095158|IGLV4-4*01,VL4.2
IGLV4-2.2*01	LJI.Rh_IGLV4.8
IGLV4-3.1*01	IGLV4-ACF*01
IGLV4-3.2*01	IGLV4-ACF*04
IGLV4-3.3*01	IGLV4-ACF*02,AM056007|IGLV4S4*01,LJI.Rh_IGLV4.105
IGLV4-3.4*01	NW_001095158|IGLV4-2*01,VL4.36
IGLV4-3.5*01	AM056004|IGLV4S1*01
IGLV4-3.6*01	AM056005|IGLV4S2*01,AM056006|IGLV4S3*01
IGLV5-1.1*01	IGLV5-ABL*01,NW_001095158|IGLV5-7*01,LJI.Rh_IGLV5.107,VL5.35
IGLV5-1.2*01	IGLV5-ABL*02
IGLV5-2.1*01	IGLV5-ABG*01,NW_001095158|IGLV5-6*01,LJI.Rh_IGLV5.104
IGLV5-2.2*01	IGLV5-ABG*02
IGLV5-2.3*01	IGLV5-ABG*03
IGLV5-3.1*01	IGLV5-AAP*01,NW_001095158|IGLV5-10*01,LJI.Rh_IGLV5.48,VL5.32
IGLV5-3.2*01	AC214063|IGLV5-10*02
IGLV5-4.1*01	NW_001095158|IGLV5-14*01,LJI.Rh_IGLV5.73,VL5.17
IGLV5-4.2*01	AM056011|IGLV5S2*01
IGLV5-4.3*01	LJI.Rh_IGLV5.57
IGLV5-5.1*01	NW_001095158|IGLV5-15*01
IGLV5-5.2*01	AM056013|IGLV5S4*01
IGLV5-6.1*01	IGLV5-AAX*01,NW_001095158|IGLV5-11*01,LJI.Rh_IGLV5.53,VL5.28
IGLV5-6.2*01	IGLV5-AAX*02
IGLV5-6.3*01	IGLV5-ACY*02
IGLV5-6.4*01	IGLV5-AAX*03
IGLV5-6.5*01	AM056012|IGLV5S3*01
IGLV5-7.1*01	IGLV5-ABT*01
IGLV5-7.2*01	NW_001095158|IGLV5-13*01,VL5.23
IGLV5-7.3*01	LJI.Rh_IGLV5.61
IGLV5-8.1*01	IGLV5-ACY*01,LJI.Rh_IGLV5.65
IGLV5-9.1*01	IGLV5-AAM*01,NW_001095158|IGLV5-5*01,LJI.Rh_IGLV5.100,VL5.38
IGLV6-1.1*01	IGLV6-ADW*01,NW_001095158|IGLV6-5*01,LJI.Rh_IGLV6.43
IGLV6-2.1*01	IGLV6-ADD*01,LJI.Rh_IGLV6.91
IGLV6-2.2*01	IGLV6-AAC*01
IGLV6-2.3*01	IGLV6-AAC*05
IGLV6-2.4*01	IGLV6-AAC*02
IGLV6-2.5*01	NW_001095158|IGLV6-1*01
IGLV6-2.6*01	NW_001095158|IGLV6-2*01
IGLV7-1.1*01	IGLV7-ADB*01,NW_001095158|IGLV7-1*01,LJI.Rh_IGLV7.47,VL7.33
IGLV7-2.1*01	IGLV7-ABO*01,NW_001095158|IGLV7-2*01,LJI.Rh_IGLV7.56,VL7.26
IGLV7-3.1*01	IGLV7-AAK*01,LJI.Rh_IGLV7.60
IGLV7-3.2*01	IGLV7-ABD*01,NW_001095158|IGLV7-4*01,LJI.Rh_IGLV7.64,VL7.21
IGLV7-3.3*01	NW_001095158|IGLV7-3*01,VL7.24
IGLV7-4.1*01	IGLV7-ADJ*02
IGLV8-1.1*01	IGLV8-ABK*01,LJI.Rh_IGLV8.111
IGLV8-1.2*01	IGLV8-ABK*02
IGLV8-1.3*01	IGLV8-AEE*01
IGLV8-1.4*01	IGLV8-AEE*02
IGLV8-1.5*01	NW_001095158|IGLV8-1*01,VL8.43
IGLV9-2.1*01	NW_001095158|IGLV9-1*01,LJI.Rh_IGLV9.51,VL9.29
